21.04.2020;19:27; Stillen
21.04.2020;19:42; Einschlafen
21.04.2020;21:43; Stillen
21.04.2020;23:13; Stillen
22.04.2020;00:32; Stillen
22.04.2020;02:18; Stillen
22.04.2020;05:57; Stillen
22.04.2020;07:44; Aufwachen
22.04.2020;09:58; Einschlafen
22.04.2020;10:28; Aufwachen
22.04.2020;11:14; Stillen
22.04.2020;12:21; Brei
22.04.2020;14:25; Stillen
22.04.2020;13:36; Einschlafen
22.04.2020;16:29; Aufwachen
22.04.2020;18:11; Brei
22.04.2020;19:17; Stillen
22.04.2020;19:27; Einschlafen
22.04.2020;23:22; Stillen
23.04.2020;02:33; Stillen
23.04.2020;05:43; Stillen
23.04.2020;06:54; Stillen
23.04.2020;06:55; Aufwachen
23.04.2020;08:52; Stillen
23.04.2020;08:59; Einschlafen
23.04.2020;11:03; Einschlafen
23.04.2020;09:29; Aufwachen
23.04.2020;11:30; Aufwachen
23.04.2020;12:03; Brei
23.04.2020;13:20; Einschlafen
23.04.2020;14:11; Aufwachen
23.04.2020;14:35; Stillen
23.04.2020;16:06; Einschlafen
23.04.2020;16:16; Aufwachen
23.04.2020;16:30; Einschlafen
23.04.2020;17:01; Aufwachen
23.04.2020;17:14; Stillen
23.04.2020;18:03; Brei
23.04.2020;19:14; Stillen
23.04.2020;19:25; Einschlafen
23.04.2020;20:03; Stillen
23.04.2020;23:00; Stillen
24.04.2020;03:09; Stillen
24.04.2020;05:09; Stillen
24.04.2020;06:51; Aufwachen
24.04.2020;09:17; Einschlafen
24.04.2020;09:57; Aufwachen
24.04.2020;12:00; Brei
24.04.2020;12:17; Stillen
24.04.2020;12:24; Einschlafen
24.04.2020;12:44; Aufwachen
24.04.2020;15:38; Einschlafen
24.04.2020;16:44; Stillen
24.04.2020;16:21; Aufwachen
24.04.2020;18:16; Brei
24.04.2020;19:10; Stillen
24.04.2020;19:20; Einschlafen
24.04.2020;23:14; Stillen
25.04.2020;03:05; Stillen
25.04.2020;05:14; Stillen
25.04.2020;06:31; Stillen
25.04.2020;11:52; Brei
25.04.2020;15:06; Stillen
25.04.2020;15:49; Stillen
25.04.2020;16:37; Stillen
25.04.2020;17:10; Einschlafen
25.04.2020;17:40; Aufwachen
25.04.2020;18:08; Brei
25.04.2020;19:07; Stillen
25.04.2020;19:27; Einschlafen
25.04.2020;22:01; Stillen
26.04.2020;01:47; Stillen
26.04.2020;02:53; Stillen
26.04.2020;06:36; Stillen
26.04.2020;09:00; Aufwachen
26.04.2020;12:03; Brei
26.04.2020;12:29; Einschlafen
26.04.2020;12:54; Aufwachen
26.04.2020;13:53; Stillen
26.04.2020;17:54; Brei
26.04.2020;19:32; Stillen
26.04.2020;19:47; Einschlafen
26.04.2020;23:59; Stillen
27.04.2020;01:28; Stillen
27.04.2020;04:04; Stillen
27.04.2020;05:52; Stillen
27.04.2020;07:42; Stillen
27.04.2020;12:04; Einschlafen
27.04.2020;12:36; Aufwachen
27.04.2020;12:42; Brei
27.04.2020;14:03; Stillen
27.04.2020;15:34; Einschlafen
27.04.2020;16:08; Aufwachen
27.04.2020;16:34; Stillen
27.04.2020;18:08; Brei
27.04.2020;19:22; Stillen
27.04.2020;19:34; Einschlafen
27.04.2020;19:34; Stillen
27.04.2020;22:28; Stillen
28.04.2020;00:51; Stillen
28.04.2020;04:36; Stillen
28.04.2020;07:33; Aufwachen
28.04.2020;08:42; Stillen
28.04.2020;12:02; Brei
28.04.2020;14:12; Stillen
28.04.2020;14:17; Einschlafen
28.04.2020;15:06; Stillen
28.04.2020;15:22; Aufwachen
28.04.2020;18:02; Brei
28.04.2020;19:50; Stillen
28.04.2020;21:01; Stillen
28.04.2020;21:13; Einschlafen
29.04.2020;00:26; Stillen
29.04.2020;03:15; Stillen
29.04.2020;05:55; Stillen
29.04.2020;06:08; Aufwachen
29.04.2020;08:38; Einschlafen
29.04.2020;10:29; Aufwachen
29.04.2020;11:01; Stillen
29.04.2020;12:17; Brei
29.04.2020;14:01; Einschlafen
29.04.2020;15:06; Aufwachen
29.04.2020;16:02; Stillen
29.04.2020;19:12; Stillen
29.04.2020;19:26; Einschlafen
29.04.2020;19:57; Stillen
29.04.2020;22:23; Stillen
30.04.2020;01:56; Stillen
30.04.2020;01:56; Stillen
30.04.2020;03:20; Stillen
30.04.2020;06:40; Stillen
30.04.2020;07:00; Aufwachen
30.04.2020;09:17; Einschlafen
30.04.2020;09:48; Aufwachen
30.04.2020;12:00; Brei
30.04.2020;12:39; Einschlafen
30.04.2020;14:22; Stillen
30.04.2020;14:38; Aufwachen
30.04.2020;17:43; Brei
30.04.2020;19:29; Stillen
30.04.2020;19:48; Einschlafen
30.04.2020;22:10; Stillen
30.04.2020;23:34; Stillen
01.05.2020;01:05; Stillen
01.05.2020;04:49; Stillen
01.05.2020;06:31; Stillen
01.05.2020;07:01; Aufwachen
01.05.2020;09:48; Stillen
01.05.2020;09:30; Einschlafen
01.05.2020;10:08; Aufwachen
01.05.2020;11:53; Brei
01.05.2020;12:57; Einschlafen
01.05.2020;13:35; Aufwachen
01.05.2020;14:57; Stillen
01.05.2020;15:42; Einschlafen
01.05.2020;16:59; Aufwachen
01.05.2020;17:30; Brei
01.05.2020;19:34; Stillen
01.05.2020;20:21; Stillen
01.05.2020;20:26; Einschlafen
01.05.2020;23:47; Stillen
02.05.2020;03:12; Stillen
02.05.2020;04:56; Stillen
02.05.2020;06:42; Stillen
02.05.2020;06:42; Aufwachen
02.05.2020;08:33; Einschlafen
02.05.2020;10:43; Aufwachen
02.05.2020;12:07; Brei
